bk_Code;ID;PARENT_ID;VERSION;VALUE;LANGUAGE;CODE_VALUE;IUPAC_NAME;TEXT_KEY
128DF2F0-EB65-4526-A9B1-80C1D30D2E0A-de;128DF2F0-EB65-4526-A9B1-80C1D30D2E0A;NULL;0;Bewilligt nur für die Behandlung folgender Erntegüter: Getreide, Mais und Tabak.;de;15779;NULL;Obligation
129577AB-BF96-4FB6-97FB-89603B74CE7C-de;129577AB-BF96-4FB6-97FB-89603B74CE7C;NULL;0;Kalifornischer Blütenthrips;de;NULL;NULL;Pest
129577AB-BF96-4FB6-97FB-89603B74CE7C-fr;129577AB-BF96-4FB6-97FB-89603B74CE7C;NULL;0;thrips de Californie;fr;NULL;NULL;Pest
129577AB-BF96-4FB6-97FB-89603B74CE7C-it;129577AB-BF96-4FB6-97FB-89603B74CE7C;NULL;0;Tripide occidentale dei fiori (Frankliniella occidentalis);it;NULL;NULL;Pest
129577AB-BF96-4FB6-97FB-89603B74CE7C-en;129577AB-BF96-4FB6-97FB-89603B74CE7C;NULL;0;Western Flower Thrips;en;NULL;NULL;Pest
12B1143D-1C89-40DF-8035-0805FCF1FFEC-en;12B1143D-1C89-40DF-8035-0805FCF1FFEC;NULL;0;;en;NULL;Parasitische Schlupfwespen / hyménoptères parasites / imenotteri parassiti;Substance
12B1143D-1C89-40DF-8035-0805FCF1FFEC-it;12B1143D-1C89-40DF-8035-0805FCF1FFEC;NULL;0;Eretmocerus eremicus (sin. californicus);it;NULL;Parasitische Schlupfwespen / hyménoptères parasites / imenotteri parassiti;Substance
12B1143D-1C89-40DF-8035-0805FCF1FFEC-de;12B1143D-1C89-40DF-8035-0805FCF1FFEC;NULL;0;Eretmocerus eremicus (syn. californicus);de;NULL;Parasitische Schlupfwespen / hyménoptères parasites / imenotteri parassiti;Substance
12B1143D-1C89-40DF-8035-0805FCF1FFEC-fr;12B1143D-1C89-40DF-8035-0805FCF1FFEC;NULL;0;Eretmocerus eremicus (syn. californicus);fr;NULL;Parasitische Schlupfwespen / hyménoptères parasites / imenotteri parassiti;Substance
1830-de;1830;NULL;NULL;Phenolsulfonic acid - phenol - formaldehyde - urea condensate, sodium salt ;de;NULL;NULL;Substance
1830-en;1830;NULL;NULL;Phenolsulfonic acid - phenol - formaldehyde - urea condensate, sodium salt ;en;NULL;NULL;Substance
1830-fr;1830;NULL;NULL;Phenolsulfonic acid - phenol - formaldehyde - urea condensate, sodium salt ;fr;NULL;NULL;Substance
1830-it;1830;NULL;NULL;Phenolsulfonic acid - phenol - formaldehyde - urea condensate, sodium salt ;it;NULL;NULL;Substance
1831-de;1831;NULL;NULL;Alcohols, C12-15, ethoxylated ;de;NULL;NULL;Substance
1831-en;1831;NULL;NULL;Alcohols, C12-15, ethoxylated ;en;NULL;NULL;Substance
1831-fr;1831;NULL;NULL;Alcohols, C12-15, ethoxylated ;fr;NULL;NULL;Substance
1831-it;1831;NULL;NULL;Alcohols, C12-15, ethoxylated ;it;NULL;NULL;Substance
1832-de;1832;NULL;NULL;Alcohols, C9-11, ethoxylated;de;NULL;NULL;Substance
1832-en;1832;NULL;NULL;Alcohols, C9-11, ethoxylated;en;NULL;NULL;Substance
1832-fr;1832;NULL;NULL;Alcohols, C9-11, ethoxylated;fr;NULL;NULL;Substance
1832-it;1832;NULL;NULL;Alcohols, C9-11, ethoxylated;it;NULL;NULL;Substance
1832A41F-BE31-4DE8-8D1C-26D18C0387D8-en;1832A41F-BE31-4DE8-8D1C-26D18C0387D8;NULL;5;NULL;en;NULL;NULL;IngredientAdditionalText
1832A41F-BE31-4DE8-8D1C-26D18C0387D8-fr;1832A41F-BE31-4DE8-8D1C-26D18C0387D8;NULL;5;21 mg/diffuseur;fr;NULL;NULL;IngredientAdditionalText
1832A41F-BE31-4DE8-8D1C-26D18C0387D8-de;1832A41F-BE31-4DE8-8D1C-26D18C0387D8;NULL;5;21 mg/Dispenser;de;NULL;NULL;IngredientAdditionalText
1832A41F-BE31-4DE8-8D1C-26D18C0387D8-it;1832A41F-BE31-4DE8-8D1C-26D18C0387D8;NULL;5;21 mg/erogatore;it;NULL;NULL;IngredientAdditionalText
1833-en;1833;NULL;NULL;2,6-di-tert-butyl-p-cresol;en;NULL;NULL;Substance
1833-fr;1833;NULL;NULL;2,6-di-tert-butyl-p-crésol;fr;NULL;NULL;Substance
1833-de;1833;NULL;NULL;2,6-Di-tert-butyl-p-kresol;de;NULL;NULL;Substance
1833-it;1833;NULL;NULL;2,6-di-terz-butil-p-cresolo;it;NULL;NULL;Substance
18364CCD-41B0-4602-A15F-EBF1B918509E-en;18364CCD-41B0-4602-A15F-EBF1B918509E;NULL;0;;en;NULL;Entomopathogene Nematoden / nématode entomopathogène / nematodi entomoparassiti;Substance
18364CCD-41B0-4602-A15F-EBF1B918509E-de;18364CCD-41B0-4602-A15F-EBF1B918509E;NULL;0;Steinernema carpocapsae;de;NULL;Entomopathogene Nematoden / nématode entomopathogène / nematodi entomoparassiti;Substance
18364CCD-41B0-4602-A15F-EBF1B918509E-fr;18364CCD-41B0-4602-A15F-EBF1B918509E;NULL;0;Steinernema carpocapsae;fr;NULL;Entomopathogene Nematoden / nématode entomopathogène / nematodi entomoparassiti;Substance
18364CCD-41B0-4602-A15F-EBF1B918509E-it;18364CCD-41B0-4602-A15F-EBF1B918509E;NULL;0;Steinernema carpocapsae;it;NULL;Entomopathogene Nematoden / nématode entomopathogène / nematodi entomoparassiti;Substance
1837-de;1837;NULL;NULL;Alcohols, C9-11-iso-, C10-rich, ethoxylated;de;NULL;NULL;Substance
1837-en;1837;NULL;NULL;alcohols, c9-11-iso-, c10-rich, ethoxylated;en;NULL;NULL;Substance
1837-fr;1837;NULL;NULL;alcohols, C9-11-iso-, C10-rich, ethoxylated;fr;NULL;NULL;Substance
1837-it;1837;NULL;NULL;Alcohols, C9-11-iso-, C10-rich, ethoxylated;it;NULL;NULL;Substance
1838-de;1838;NULL;NULL;1-Butanol;de;NULL;NULL;Substance
1838-en;1838;NULL;NULL;1-Butanol;en;NULL;NULL;Substance
1838-it;1838;NULL;NULL;1-butanolo ;it;NULL;NULL;Substance
1838-fr;1838;NULL;NULL;butan-1-ol;fr;NULL;NULL;Substance
18391B71-723D-4CC2-963A-6CD0C0031FF8-en;18391B71-723D-4CC2-963A-6CD0C0031FF8;NULL;0;;en;12944;NULL;Obligation
18391B71-723D-4CC2-963A-6CD0C0031FF8-fr;18391B71-723D-4CC2-963A-6CD0C0031FF8;NULL;0;Au moment du remplissage du nébuliseur, porter des gants de protection, un masque de protection (A2P2) et des lunettes de protection étanches ou une visière.;fr;12944;NULL;Obligation
18391B71-723D-4CC2-963A-6CD0C0031FF8-de;18391B71-723D-4CC2-963A-6CD0C0031FF8;NULL;0;Beim Befüllen des Nebelgeräts sind Schutzhandschuhe, eine Atemschutzmaske (A2P2) und eine dicht abschliessende Schutzbrille oder ein Visier zu tragen.;de;12944;NULL;Obligation
18391B71-723D-4CC2-963A-6CD0C0031FF8-it;18391B71-723D-4CC2-963A-6CD0C0031FF8;NULL;0;Per riempire il nebulizzatore indossare guanti di protezione, mascherina di protezione delle vie respiratorie (A2P2) e occhiali o visiera di protezione a tenuta stagna.;it;12944;NULL;Obligation
183E690C-C41E-415A-AC1A-3B05E7AFFB8A-en;183E690C-C41E-415A-AC1A-3B05E7AFFB8A;NULL;1;NULL;en;NULL;NULL;IngredientAdditionalText
183E690C-C41E-415A-AC1A-3B05E7AFFB8A-de;183E690C-C41E-415A-AC1A-3B05E7AFFB8A;NULL;1;als Dimethylammoniumsalz;de;NULL;NULL;IngredientAdditionalText
183E690C-C41E-415A-AC1A-3B05E7AFFB8A-it;183E690C-C41E-415A-AC1A-3B05E7AFFB8A;NULL;1;Pari a Dimetil - ammonio;it;NULL;NULL;IngredientAdditionalText
183E690C-C41E-415A-AC1A-3B05E7AFFB8A-fr;183E690C-C41E-415A-AC1A-3B05E7AFFB8A;NULL;1;sous forme de sel diméthylammonium;fr;NULL;NULL;IngredientAdditionalText
1840-de;1840;NULL;NULL;alcohols, (c12-14), ethoxylated, monoethers with sulfuric acid, sodium salts;de;NULL;NULL;Substance
1840-en;1840;NULL;NULL;alcohols, (c12-14), ethoxylated, monoethers with sulfuric acid, sodium salts;en;NULL;NULL;Substance
1840-fr;1840;NULL;NULL;alcohols, (c12-14), ethoxylated, monoethers with sulfuric acid, sodium salts;fr;NULL;NULL;Substance
1840-it;1840;NULL;NULL;alcohols, (c12-14), ethoxylated, monoethers with sulfuric acid, sodium salts;it;NULL;NULL;Substance
1841-de;1841;NULL;NULL;2,2',2''-(hexahydro-1,3,5-triazine-1,3,5-triyl)triethanol / 1,3,5-tris(2-hydroxyethyl)hexahydro-1,3,5-triazine;de;NULL;NULL;Substance
1841-en;1841;NULL;NULL;2,2',2''-(hexahydro-1,3,5-triazine-1,3,5-triyl)triethanol / 1,3,5-tris(2-hydroxyethyl)hexahydro-1,3,5-triazine;en;NULL;NULL;Substance
1841-fr;1841;NULL;NULL;2,2',2''-(hexahydro-1,3,5-triazine-1,3,5-triyl)triethanol / 1,3,5-tris(2-hydroxyethyl)hexahydro-1,3,5-triazine;fr;NULL;NULL;Substance
1841-it;1841;NULL;NULL;2,2',2''-(hexahydro-1,3,5-triazine-1,3,5-triyl)triethanol / 1,3,5-tris(2-hydroxyethyl)hexahydro-1,3,5-triazine;it;NULL;NULL;Substance
1846-de;1846;NULL;NULL;2-hydroxy-4-n-octyloxybenzophenone;de;NULL;NULL;Substance
1846-en;1846;NULL;NULL;2-hydroxy-4-n-octyloxybenzophenone;en;NULL;NULL;Substance
1846-fr;1846;NULL;NULL;2-hydroxy-4-n-octyloxybenzophenone;fr;NULL;NULL;Substance
1846-it;1846;NULL;NULL;2-hydroxy-4-n-octyloxybenzophenone;it;NULL;NULL;Substance
1850-de;1850;NULL;NULL;"Dipenten; Limonen";de;NULL;NULL;Substance
1850-en;1850;NULL;NULL;"dipentene; limonene";en;NULL;NULL;Substance
1850-it;1850;NULL;NULL;"Dipentene; Limonene";it;NULL;NULL;Substance
1850-fr;1850;NULL;NULL;"dipentène; limonène";fr;NULL;NULL;Substance
1851-de;1851;NULL;NULL;Estragol;de;NULL;NULL;Substance
1851-fr;1851;NULL;NULL;estragol;fr;NULL;NULL;Substance
1851-en;1851;NULL;NULL;estragole;en;NULL;NULL;Substance
1851-it;1851;NULL;NULL;Estragolo;it;NULL;NULL;Substance
1853-de;1853;NULL;NULL;Pin-2(3)-en;de;NULL;NULL;Substance
1853-en;1853;NULL;NULL;pin-2(3)-en;en;NULL;NULL;Substance
1853-fr;1853;NULL;NULL;pin-2(3)-en;fr;NULL;NULL;Substance
1853-it;1853;NULL;NULL;Pin-2(3)-en;it;NULL;NULL;Substance
1855-de;1855;NULL;NULL;Disodium maleate;de;NULL;NULL;Substance
1855-en;1855;NULL;NULL;Disodium maleate;en;NULL;NULL;Substance
1855-fr;1855;NULL;NULL;Disodium maleate;fr;NULL;NULL;Substance
1855-it;1855;NULL;NULL;Disodium maleate;it;NULL;NULL;Substance
CBCEE301-7F3C-4B18-BFC1-0E4A43D8C8A4-en;CBCEE301-7F3C-4B18-BFC1-0E4A43D8C8A4;NULL;0;;en;NULL;NULL;Pest
CBCEE301-7F3C-4B18-BFC1-0E4A43D8C8A4-de;CBCEE301-7F3C-4B18-BFC1-0E4A43D8C8A4;NULL;0;Ährenfusariosen;de;NULL;NULL;Pest
CBCEE301-7F3C-4B18-BFC1-0E4A43D8C8A4-fr;CBCEE301-7F3C-4B18-BFC1-0E4A43D8C8A4;NULL;0;fusarioses de l'épi;fr;NULL;NULL;Pest
CBCEE301-7F3C-4B18-BFC1-0E4A43D8C8A4-it;CBCEE301-7F3C-4B18-BFC1-0E4A43D8C8A4;NULL;0;Fusariosi della spiga;it;NULL;NULL;Pest
CBD67AFF-2B9A-47F0-9F9E-B2B659A1B64E-en;CBD67AFF-2B9A-47F0-9F9E-B2B659A1B64E;NULL;5;NULL;en;NULL;NULL;IngredientAdditionalText
CBD67AFF-2B9A-47F0-9F9E-B2B659A1B64E-de;CBD67AFF-2B9A-47F0-9F9E-B2B659A1B64E;NULL;5;als 55.3 % Propamocarb-hydrochlorid (625.0 g/L);de;NULL;NULL;IngredientAdditionalText
CBD67AFF-2B9A-47F0-9F9E-B2B659A1B64E-it;CBD67AFF-2B9A-47F0-9F9E-B2B659A1B64E;NULL;5;sotto forma di 55.3 % di propamocarb-cloridrato (625.0 g/l);it;NULL;NULL;IngredientAdditionalText
CBD67AFF-2B9A-47F0-9F9E-B2B659A1B64E-fr;CBD67AFF-2B9A-47F0-9F9E-B2B659A1B64E;NULL;5;sous forme de 55.3 % de propamocarbe hydrochloride (625.0 g/l);fr;NULL;NULL;IngredientAdditionalText
CBDCFD27-AC64-487D-8C69-DAC736CA341B-en;CBDCFD27-AC64-487D-8C69-DAC736CA341B;NULL;0;;en;15717;NULL;Obligation
CBDCFD27-AC64-487D-8C69-DAC736CA341B-de;CBDCFD27-AC64-487D-8C69-DAC736CA341B;NULL;0;Brühemenge: 600 l/ha.;de;15717;NULL;Obligation
CBDCFD27-AC64-487D-8C69-DAC736CA341B-it;CBDCFD27-AC64-487D-8C69-DAC736CA341B;NULL;0;Quantitativo di poltiglia: 600 l/ha.;it;15717;NULL;Obligation
CBDCFD27-AC64-487D-8C69-DAC736CA341B-fr;CBDCFD27-AC64-487D-8C69-DAC736CA341B;NULL;0;Quantité de bouillie: 600 l/ha.;fr;15717;NULL;Obligation
CBDEE709-715A-4CDE-9526-F48CB20D2D6C-en;CBDEE709-715A-4CDE-9526-F48CB20D2D6C;NULL;0;;en;NULL;NULL;ApplicationComment
CBDEE709-715A-4CDE-9526-F48CB20D2D6C-fr;CBDEE709-715A-4CDE-9526-F48CB20D2D6C;NULL;0;stade 31-37 (BBCH).;fr;NULL;NULL;ApplicationComment
CBDEE709-715A-4CDE-9526-F48CB20D2D6C-it;CBDEE709-715A-4CDE-9526-F48CB20D2D6C;NULL;0;Stadi 31 - 37 (BBCH).;it;NULL;NULL;ApplicationComment
CBDEE709-715A-4CDE-9526-F48CB20D2D6C-de;CBDEE709-715A-4CDE-9526-F48CB20D2D6C;NULL;0;Stadium 31-37 (BBCH).;de;NULL;NULL;ApplicationComment
CBE44D0C-5860-4D2C-9395-2FE9C68CC2AE-en;CBE44D0C-5860-4D2C-9395-2FE9C68CC2AE;NULL;0; ;en;NULL;NULL;CodeS
CBE44D0C-5860-4D2C-9395-2FE9C68CC2AE-fr;CBE44D0C-5860-4D2C-9395-2FE9C68CC2AE;NULL;0;Autorisé pour l'utilisation non professionnelle.;fr;NULL;NULL;CodeS
CBE44D0C-5860-4D2C-9395-2FE9C68CC2AE-it;CBE44D0C-5860-4D2C-9395-2FE9C68CC2AE;NULL;0;Autorizzato per l'utilizzazione non professionale.;it;NULL;NULL;CodeS
CBE44D0C-5860-4D2C-9395-2FE9C68CC2AE-de;CBE44D0C-5860-4D2C-9395-2FE9C68CC2AE;NULL;0;Bewilligt für die nichtberufliche Verwendung.;de;NULL;NULL;CodeS
CBE64A41-0FDB-4B23-BD49-689B728A8F08-en;CBE64A41-0FDB-4B23-BD49-689B728A8F08;NULL;0;;en;NULL;NULL;ApplicationComment
CBE64A41-0FDB-4B23-BD49-689B728A8F08-de;CBE64A41-0FDB-4B23-BD49-689B728A8F08;NULL;0;Splitanwendung.;de;NULL;NULL;ApplicationComment
CBE64A41-0FDB-4B23-BD49-689B728A8F08-fr;CBE64A41-0FDB-4B23-BD49-689B728A8F08;NULL;0;traitement fractionné.;fr;NULL;NULL;ApplicationComment
CBE64A41-0FDB-4B23-BD49-689B728A8F08-it;CBE64A41-0FDB-4B23-BD49-689B728A8F08;NULL;0;Trattamento frazionato.;it;NULL;NULL;ApplicationComment
032A04EB-CE97-4B9F-BB6D-4E8583D69A3A-de;032A04EB-CE97-4B9F-BB6D-4E8583D69A3A;NULL;0;In Tankmischung mit 1.5 l/ha Bultisan S.;de;11371;NULL;Obligation
034FA396-3E62-4F0E-A67C-D84904DC11A4-de;034FA396-3E62-4F0E-A67C-D84904DC11A4;NULL;NULL;Treviso;de;31100;NULL;City
034FA396-3E62-4F0E-A67C-D84904DC11A4-en;034FA396-3E62-4F0E-A67C-D84904DC11A4;NULL;NULL;Treviso;en;31100;NULL;City
034FA396-3E62-4F0E-A67C-D84904DC11A4-fr;034FA396-3E62-4F0E-A67C-D84904DC11A4;NULL;NULL;Treviso;fr;31100;NULL;City
034FA396-3E62-4F0E-A67C-D84904DC11A4-it;034FA396-3E62-4F0E-A67C-D84904DC11A4;NULL;NULL;Treviso;it;31100;NULL;City
034FAC5F-EA4F-4D05-9A3A-F424A43D495A-en;034FAC5F-EA4F-4D05-9A3A-F424A43D495A;NULL;0;;en;NULL;NULL;ApplicationComment
034FAC5F-EA4F-4D05-9A3A-F424A43D495A-fr;034FAC5F-EA4F-4D05-9A3A-F424A43D495A;NULL;0;stade 15-89 (BBCH).;fr;NULL;NULL;ApplicationComment
034FAC5F-EA4F-4D05-9A3A-F424A43D495A-it;034FAC5F-EA4F-4D05-9A3A-F424A43D495A;NULL;0;Stadi 15-89 (BBCH).;it;NULL;NULL;ApplicationComment
034FAC5F-EA4F-4D05-9A3A-F424A43D495A-de;034FAC5F-EA4F-4D05-9A3A-F424A43D495A;NULL;0;Stadium 15-89 (BBCH).;de;NULL;NULL;ApplicationComment
035BA697-1487-419F-8D8B-FC2524259F1F-it;035BA697-1487-419F-8D8B-FC2524259F1F;NULL;0;A contatto con acidi libera gas molto tossici.;it;EUH032;NULL;CodeR
035BA697-1487-419F-8D8B-FC2524259F1F-fr;035BA697-1487-419F-8D8B-FC2524259F1F;NULL;0;Au contact d'un acide, dégage un gaz très toxique.;fr;EUH032;NULL;CodeR
035BA697-1487-419F-8D8B-FC2524259F1F-en;035BA697-1487-419F-8D8B-FC2524259F1F;NULL;0;Contact with acids liberates very toxic gas.;en;EUH032;NULL;CodeR
035BA697-1487-419F-8D8B-FC2524259F1F-de;035BA697-1487-419F-8D8B-FC2524259F1F;NULL;0;Entwickelt bei Berührung mit Säure sehr giftige Gase.;de;EUH032;NULL;CodeR
035C2754-05DB-4E2C-B755-FCB34BCABA76-de;035C2754-05DB-4E2C-B755-FCB34BCABA76;NULL;NULL;AZ Utrecht;de;3521;NULL;City
035C2754-05DB-4E2C-B755-FCB34BCABA76-en;035C2754-05DB-4E2C-B755-FCB34BCABA76;NULL;NULL;AZ Utrecht;en;3521;NULL;City
035C2754-05DB-4E2C-B755-FCB34BCABA76-fr;035C2754-05DB-4E2C-B755-FCB34BCABA76;NULL;NULL;AZ Utrecht;fr;3521;NULL;City
035C2754-05DB-4E2C-B755-FCB34BCABA76-it;035C2754-05DB-4E2C-B755-FCB34BCABA76;NULL;NULL;AZ Utrecht;it;3521;NULL;City
035C4889-8113-4E4A-9526-BBC335A09537-en;035C4889-8113-4E4A-9526-BBC335A09537;NULL;0;;en;NULL;NULL;Pest
035C4889-8113-4E4A-9526-BBC335A09537-it;035C4889-8113-4E4A-9526-BBC335A09537;NULL;0;Carie;it;NULL;NULL;Pest
035C4889-8113-4E4A-9526-BBC335A09537-fr;035C4889-8113-4E4A-9526-BBC335A09537;NULL;0;carie ordinaire;fr;NULL;NULL;Pest
035C4889-8113-4E4A-9526-BBC335A09537-de;035C4889-8113-4E4A-9526-BBC335A09537;NULL;0;Stinkbrand;de;NULL;NULL;Pest
035FD395-4A5A-45C7-AEE1-73E4B1865211-en;035FD395-4A5A-45C7-AEE1-73E4B1865211;NULL;1;NULL;en;NULL;NULL;IngredientAdditionalText
035FD395-4A5A-45C7-AEE1-73E4B1865211-de;035FD395-4A5A-45C7-AEE1-73E4B1865211;NULL;1;als 41.8% Glyphosat-isopropylammoniumsalz (486 g /l);de;NULL;NULL;IngredientAdditionalText
035FD395-4A5A-45C7-AEE1-73E4B1865211-it;035FD395-4A5A-45C7-AEE1-73E4B1865211;NULL;1;Pari a 41.8% di Glifosato - isopropile sale di ammonio (486 g/l);it;NULL;NULL;IngredientAdditionalText
035FD395-4A5A-45C7-AEE1-73E4B1865211-fr;035FD395-4A5A-45C7-AEE1-73E4B1865211;NULL;1;sous forme de 41,8% de sel glyphosate-isopropylammonium (486 g/l);fr;NULL;NULL;IngredientAdditionalText
037E11B2-128A-4194-9A5B-A3E980AE4113-en;037E11B2-128A-4194-9A5B-A3E980AE4113;5AC11C43-B41E-4823-8515-E991D4EA1B3C;0;NULL;en;NULL;NULL;Culture
037E11B2-128A-4194-9A5B-A3E980AE4113-it;037E11B2-128A-4194-9A5B-A3E980AE4113;5AC11C43-B41E-4823-8515-E991D4EA1B3C;0;Aglio;it;NULL;NULL;Culture
037E11B2-128A-4194-9A5B-A3E980AE4113-fr;037E11B2-128A-4194-9A5B-A3E980AE4113;5AC11C43-B41E-4823-8515-E991D4EA1B3C;0;ail;fr;NULL;NULL;Culture
037E11B2-128A-4194-9A5B-A3E980AE4113-de;037E11B2-128A-4194-9A5B-A3E980AE4113;5AC11C43-B41E-4823-8515-E991D4EA1B3C;0;Knoblauch;de;NULL;NULL;Culture
03845B28-EAD2-4A4A-8F6A-B5A268115AA1-en;03845B28-EAD2-4A4A-8F6A-B5A268115AA1;NULL;0;;en;NULL;NULL;Pest
03845B28-EAD2-4A4A-8F6A-B5A268115AA1-de;03845B28-EAD2-4A4A-8F6A-B5A268115AA1;NULL;0;Falscher Mehltau des Spinats;de;NULL;NULL;Pest
03845B28-EAD2-4A4A-8F6A-B5A268115AA1-fr;03845B28-EAD2-4A4A-8F6A-B5A268115AA1;NULL;0;mildiou de l'épinard;fr;NULL;NULL;Pest
03845B28-EAD2-4A4A-8F6A-B5A268115AA1-it;03845B28-EAD2-4A4A-8F6A-B5A268115AA1;NULL;0;Peronospora dello spinacio;it;NULL;NULL;Pest
038D233B-3C26-468C-8E1D-632777402098-en;038D233B-3C26-468C-8E1D-632777402098;NULL;0;;en;NULL;NULL;Pest
0B9EAE7F-B8B7-4611-AE24-CA831839DA5F-de;0B9EAE7F-B8B7-4611-AE24-CA831839DA5F;NULL;0;Nachauflauf, bis BBCH 14.;de;NULL;NULL;ApplicationComment
0B9EAE7F-B8B7-4611-AE24-CA831839DA5F-fr;0B9EAE7F-B8B7-4611-AE24-CA831839DA5F;NULL;0;post-levée, jusqu'au stade 14 (BBCH).;fr;NULL;NULL;ApplicationComment
0B9EC9C8-D293-458B-B0A2-D0DA869B2737-en;0B9EC9C8-D293-458B-B0A2-D0DA869B2737;NULL;0;;en;13680;NULL;Obligation
0B9EC9C8-D293-458B-B0A2-D0DA869B2737-de;0B9EC9C8-D293-458B-B0A2-D0DA869B2737;NULL;0;Anwendung nur in Kulturen zur Produktion von getrockneten Samen und Früchten.;de;13680;NULL;Obligation
0B9EC9C8-D293-458B-B0A2-D0DA869B2737-fr;0B9EC9C8-D293-458B-B0A2-D0DA869B2737;NULL;0;Application seulement dans des cultures destinées à la production de fruits et semences séchés. ;fr;13680;NULL;Obligation
0B9EC9C8-D293-458B-B0A2-D0DA869B2737-it;0B9EC9C8-D293-458B-B0A2-D0DA869B2737;NULL;0;Applicazione solamente in colture destinate alla produzione di semi e frutta seccha.;it;13680;NULL;Obligation
0BB83C3F-F50E-453D-BE0B-C27E41EBDAA5-en;0BB83C3F-F50E-453D-BE0B-C27E41EBDAA5;NULL;0;;en;NULL;NULL;Pest
0BB83C3F-F50E-453D-BE0B-C27E41EBDAA5-de;0BB83C3F-F50E-453D-BE0B-C27E41EBDAA5;NULL;0;Blattschwärze der Spargel;de;NULL;NULL;Pest
0BB83C3F-F50E-453D-BE0B-C27E41EBDAA5-it;0BB83C3F-F50E-453D-BE0B-C27E41EBDAA5;NULL;0;Bruciatura delle foglie dell'asparago;it;NULL;NULL;Pest
0BB83C3F-F50E-453D-BE0B-C27E41EBDAA5-fr;0BB83C3F-F50E-453D-BE0B-C27E41EBDAA5;NULL;0;brûlure des feuilles de l'asperge;fr;NULL;NULL;Pest
0BC2301D-BC7D-4AF2-B9A7-F1B2C04B367B-en;0BC2301D-BC7D-4AF2-B9A7-F1B2C04B367B;NULL;0;;en;NULL;NULL;Pest
0BC2301D-BC7D-4AF2-B9A7-F1B2C04B367B-fr;0BC2301D-BC7D-4AF2-B9A7-F1B2C04B367B;NULL;0;anthonome du pommier;fr;NULL;NULL;Pest
0BC2301D-BC7D-4AF2-B9A7-F1B2C04B367B-it;0BC2301D-BC7D-4AF2-B9A7-F1B2C04B367B;NULL;0;Antonomo del melo;it;NULL;NULL;Pest
0BC2301D-BC7D-4AF2-B9A7-F1B2C04B367B-de;0BC2301D-BC7D-4AF2-B9A7-F1B2C04B367B;NULL;0;Apfelblütenstecher;de;NULL;NULL;Pest
0BC72CC4-4BA4-4D4B-BBBD-F4F70AF6E498-en;0BC72CC4-4BA4-4D4B-BBBD-F4F70AF6E498;NULL;0;;en;15205;NULL;Obligation
0BC72CC4-4BA4-4D4B-BBBD-F4F70AF6E498-de;0BC72CC4-4BA4-4D4B-BBBD-F4F70AF6E498;NULL;0;Splitbehandlung gemäss den Angaben der Bewilligungsinhaberin (max. 3 l/ha je Split, angegebene Aufwandmenge entspricht total bewilligter Menge). ;de;15205;NULL;Obligation
0BC72CC4-4BA4-4D4B-BBBD-F4F70AF6E498-fr;0BC72CC4-4BA4-4D4B-BBBD-F4F70AF6E498;NULL;0;Traitemtent fractionné conformément aux indications du titulaire de l'autorisation (max. 3 l/ha par traitement, le dosage indiqué correspond à la quantité totale autorisée). ;fr;15205;NULL;Obligation
0BC72CC4-4BA4-4D4B-BBBD-F4F70AF6E498-it;0BC72CC4-4BA4-4D4B-BBBD-F4F70AF6E498;NULL;0;Trattamtno frazionato conformemente alle indicazioni del titolare dell'autorizzazione (max. 3 l/ha per trattamento, la dose indicata corrisponde al quantitativo totale autorizzato). ;it;15205;NULL;Obligation
0BD36B1F-4A27-4A8B-A2FF-6CC265521C15-fr;0BD36B1F-4A27-4A8B-A2FF-6CC265521C15;NULL;0;Désinfectant;fr;NULL;NULL;ProductCategory
0BD36B1F-4A27-4A8B-A2FF-6CC265521C15-de;0BD36B1F-4A27-4A8B-A2FF-6CC265521C15;NULL;0;Desinfektionsmittel;de;NULL;NULL;ProductCategory
0BD36B1F-4A27-4A8B-A2FF-6CC265521C15-en;0BD36B1F-4A27-4A8B-A2FF-6CC265521C15;NULL;0;disinfectant;en;NULL;NULL;ProductCategory
0BD36B1F-4A27-4A8B-A2FF-6CC265521C15-it;0BD36B1F-4A27-4A8B-A2FF-6CC265521C15;NULL;0;Disinfettante;it;NULL;NULL;ProductCategory
0BDEC842-0921-4E9C-827E-31D7EE02CA44-en;0BDEC842-0921-4E9C-827E-31D7EE02CA44;NULL;0;;en;NULL;NULL;ApplicationComment
0BDEC842-0921-4E9C-827E-31D7EE02CA44-it;0BDEC842-0921-4E9C-827E-31D7EE02CA44;NULL;0;In pre-emergenza, in post-emergenza precoce.;it;NULL;NULL;ApplicationComment
0BDEC842-0921-4E9C-827E-31D7EE02CA44-fr;0BDEC842-0921-4E9C-827E-31D7EE02CA44;NULL;0;pré-levée, post-levée précoce.;fr;NULL;NULL;ApplicationComment
0BDEC842-0921-4E9C-827E-31D7EE02CA44-de;0BDEC842-0921-4E9C-827E-31D7EE02CA44;NULL;0;Vorauflauf, früher Nachauflauf.;de;NULL;NULL;ApplicationComment
0C0F4D2A-8BC2-4ADE-8ED8-629861D018FA-de;0C0F4D2A-8BC2-4ADE-8ED8-629861D018FA;NULL;NULL;Hartberg;de;8230;NULL;City
0C0F4D2A-8BC2-4ADE-8ED8-629861D018FA-en;0C0F4D2A-8BC2-4ADE-8ED8-629861D018FA;NULL;NULL;Hartberg;en;8230;NULL;City
