NK_PermissionHolder;FAX;AdditionalInformation;NAME;STREET;PostOfficeBox;NK_CodetableCity;Phone;NK_CodetableCountry
6C5EEE51-0589-49BF-83E2-33F8A15E8550;;;UPL Italia S.R.L.;Via Terni 275 ;;DD272F79-856F-44B3-AFB0-F31C1C89D72A;;BE1D323D-29E4-4570-8618-5463896BE5D2
6CDDA3F5-E5D9-4BE7-88C9-0BA9B86F6B38;;;LHN;37 rue Armand Thibaut, BP 94 ;;448EAAAC-297D-4C9C-B455-1E4FA3EBA918;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
6ECBC146-CA66-49CC-B558-B3152C08AD80;;;Globachem N.V.;Lichtenberglaan 2019;;92036F74-2763-4280-A87D-C6E0716088B3;;9E495CC6-2D2C-4E76-B183-8D98611AEBA4
6F5B0EB6-D699-42B5-AAE8-48D50006EB30;;;PHYLAGRO France;Parc d'Affaires de Télébase, 2 rue Claude-Chappe ;;0E88E240-815B-402C-9858-B96DAE408E2E;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
6FB69C1A-3329-45C1-A17A-090575B52579;;;Rotam Agrochemical Europe Ltd;Hamilton House, Mobledon Place ;;A0B44493-3AA5-4094-9376-A561BBB161CC;;DAC731AC-BB70-4164-B500-83559938B481
6FE3CAAD-C709-4DAD-9F44-BB5686D5B0B6;;;Hauri AG;Eichlistrasse 9;;EECEFD40-6013-498F-8346-9DB044355FD8;;6698DCFD-D86E-4098-A5A4-DA5B71062093
6FEBB133-8D71-455B-B44C-4DFF2E9FC310;;;Landgold;PO Box 374, Richemond House, St Anne's Place, St Peter Port ;;4959178A-67FC-4083-A96C-D11826E7324F;;DAC731AC-BB70-4164-B500-83559938B481
70F0D8EF-D03E-49CD-B46F-72BC5D44E58E;;;Vebi  SAS;Via Desman 43 ;;1AD13E5A-3F22-43B3-B83F-64E1F1836A04;;BE1D323D-29E4-4570-8618-5463896BE5D2
71888824-73FB-4400-9190-D14196162CC8;;;Phyteurop S.A.;53 rue Raspail ;;F5C41E83-5A35-40D7-A681-09BF5E33C182;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
71E76A3D-12FC-4F5E-B91F-EE2495B957EB;;;Sabero Organics Gujarat Ltd.;462 Senapati Bapat Marg, Worli (E) ;;B6780711-3BFD-492A-90DD-DE77B5DDF3F8;;CDA1F206-EDB0-40D2-8FF6-15B29EAD6C7F
727B0B86-5048-4AEA-B1FC-E96D64E8F28B;;;DCM Registrations Sàrl;Rue De-Candolle  20;;292FF227-490D-47B0-A478-5059BB728B8E;;6698DCFD-D86E-4098-A5A4-DA5B71062093
727F3AF1-9628-48F0-918E-0C0E983AA19F;;;Laboratoires Goëmar S.A.;Avenue du Général Patton ;;F36AA7BE-3271-4681-8D90-525980DD2FB7;+33 2 99 21 53 70;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
737B5A15-E3B7-4E10-8693-5F081490641B;;;Pan Amenity Ltd;8 Cromwell Mews ;PE27 5HJ;E791E920-D6C1-458D-9FA2-15ED05E14762;;1F940D8D-2632-44A9-A4D5-8172AE6661E2
73CD21D2-EE2E-4E3C-A645-EBB694AC8198;;;Rocca Frutta S.R.L.;Via Ravenna 1114 ;;CA2C9585-7AA6-4A2A-87B7-E1497D25047A;;BE1D323D-29E4-4570-8618-5463896BE5D2
757E78C5-C6C9-4EDA-AC44-A6BEBB64F148;;;Socoa;Via Larga 34/2 ;;9497E69C-60D3-4AA5-878F-35D1B0A4CDAF;;BE1D323D-29E4-4570-8618-5463896BE5D2
75AB70BC-9C52-4036-9E20-9B14DE89B805;;;Sharda Cropchem Espana S.L.;Carril Condomina n°3 ;;2C4735CF-44AA-42BC-8154-36380417FB42;;BEB87459-DB4C-4C85-84EB-BEF7C6E012EF
75DDDA15-8381-4E0C-A82E-C970AE2F9370;;;Green Ravenna SRL;Via Matteotti 16 ;;CEBDA933-4670-4482-97DD-162602FFBC00;;BE1D323D-29E4-4570-8618-5463896BE5D2
769C285D-E7DF-442E-A261-FEB86EFD17DF;;;ADAMA Makhteshim Ltd.; ;PO Box 60;00FA9489-25E6-4F29-94DA-DC03CE849801;;E4D16808-543E-47EC-9BCC-50A0CAEC7C9B
77F6562B-2689-4C46-A8AC-D7EC3243AA83;;;Geofin srl;Via Crear 15 Loc. Mazzantica ;;72A1C6D6-32D1-4391-B356-BB6024A9882B;;BE1D323D-29E4-4570-8618-5463896BE5D2
78249B4A-2C6E-4552-B20F-5B650EAD4EB6;;;Dormfresh Limited, Perth (UK);Steinenschanze 6;;39F47407-E4AE-4ECB-8E75-770401892E17;;6698DCFD-D86E-4098-A5A4-DA5B71062093
78383A9B-B46D-42D9-9572-D1C6A5BF36BF;;;Albaugh UK Limited;1 Northumberland Ave, Westminster ;;9712379C-4D05-42FA-A11B-BBB06BEBB514;;1F940D8D-2632-44A9-A4D5-8172AE6661E2
791764F3-536D-4FEB-BA85-99BD14E4F043;;;Agrocaps SPRL;Place Numa-Droz 2;;84936FFB-150B-4425-8F2A-0F9AA863CB8C;;6698DCFD-D86E-4098-A5A4-DA5B71062093
794E4064-3EDE-4200-8D4C-0D603F289587;;;Proval;27 rue de la Gare de Reuilly ;;B0E73C56-19EE-46B0-984B-975E2DC9F0B2;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
79BBBBD6-8F30-4518-A7B7-6B0E912F9983;;;feldfink;Grazerstrasse 8 ;;0C0F4D2A-8BC2-4ADE-8ED8-629861D018FA;;29738AA2-5393-438D-BE07-9D6B56D2ACCF
79ED9128-4DDE-4F26-8D06-79AB8F0686E4;;;Intrachem Bio Italia;Via XXV Aprile 44 ;;205E198D-9CA8-478A-B62B-EF166F40F3E1;;BE1D323D-29E4-4570-8618-5463896BE5D2
7A282BB5-1EF2-411D-9954-C784F09B4E97;;;Bayer Austria GmbH Geschäftsbereich für Pflanzenschutz;Lerchenfelder Gürtel 9-11 ;;6475D927-651E-44B2-832A-E3EEC8B512ED;;29738AA2-5393-438D-BE07-9D6B56D2ACCF
7AA4FE15-11B7-4A69-BDB0-C05544A76561;;;Holding BOURGEOIS Sàrl;BP 7 ;;7FA8EE38-2AC2-45C3-9C25-B532A03C61DF;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
7AF22550-EF69-440A-9671-9EF9D91C37E5;;;BASF France;49, avenue Georges-Pompidou ;;3BF719A2-574B-49EF-A277-48E0D9864590;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
7BDF9DBF-971F-4356-8CD8-40560534AAE1;;;Urania Agrochem GmbH;Heidenkampsweg 77 ;Postfach 106220;66ED0FFE-E9DE-4F6F-810D-963807C6D350;;56CCE907-F002-4B0C-B948-98299B1FEA6E
7C206C75-DE66-4D4F-952C-C5E149D31C64;;;Sharda Swiss Sàrl;Kochergasse 6;;16FEBFD0-C7FD-4F64-9EAB-06C13DA82377;T +41 31 328 35 35 | M +41 78 843 8000 ;6698DCFD-D86E-4098-A5A4-DA5B71062093
7CBA44B8-F526-4687-830F-7DD494F35A56;;;Agrico SRL;Via le Masini 22 ;;0F6FCD39-44F3-486F-8FA1-12F21D324520;;BE1D323D-29E4-4570-8618-5463896BE5D2
7D3DF25F-239C-4CE4-87DC-746D7A8621BE;;;Dow AgroSciences Italia;Viale Masini 36  ;;4BFB95AD-58EE-453D-A077-E41D4AE1B846;;BE1D323D-29E4-4570-8618-5463896BE5D2
7D810287-2CE7-4E9D-80C3-5C43598025B7;;;Landi Schweiz AG;Schulriederstrasse 5;;AD9648BA-4533-406D-8AC9-F6D429FD8B58;032 352 01 11;6698DCFD-D86E-4098-A5A4-DA5B71062093
7DE536F2-C75C-40EC-8D2F-4F81CB669FC4;;;Zeneca Agro GmbH;Emil-von-Behring-str. 2 ;Postfach 500728;ED8C3A0E-19B2-4E2E-ADEC-4059B96AA43F;;56CCE907-F002-4B0C-B948-98299B1FEA6E
7EBFDF70-882F-4CE3-A18C-072F365A4E1F;;;CIFO S.p.A.;Via Oradour 6 ;;6DEF39A6-CA52-4295-8470-F66DCE5FDF2E;;BE1D323D-29E4-4570-8618-5463896BE5D2
7F527391-06C2-40AF-8522-1E7E898042A5;;;SARL pour la Terre;12, rue de la République ;;F78F1ACF-8564-4F1A-9678-D463D3A0E1E7;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
802723CD-5A92-4E44-82F5-083A105C9F90;;;Bayer CropScience ; ;;20F35B79-93F1-4B85-879D-025075F55589;;56CCE907-F002-4B0C-B948-98299B1FEA6E
80DA1955-1AC4-4180-9BC7-5D76D7D85BBA;;;Eric Schweizer AG;Maienstrasse 8;;6841A9E9-9D67-4EBC-9D10-552B28F6A5C4;033 227 57 57;6698DCFD-D86E-4098-A5A4-DA5B71062093
81037F0A-25C0-4187-822F-D7DE8C642D70;;;Drax Pesticides Ltd;Paddington Street 54 ;;FA7AA615-757E-46DB-A2AB-D31F10A5771D;;DAC731AC-BB70-4164-B500-83559938B481
8123F5FE-3E4C-459A-ABE3-BEFDE2E0C8E6;;;BASF AG;Agrarzentrum ;120;4FEA5808-1FB0-4EEF-A55A-D559447B146C;;56CCE907-F002-4B0C-B948-98299B1FEA6E
8216BB41-80BD-4A4C-BE63-08EDE7F4C128;;;Bayer SAS;14 Rue de la Pierre Follege  ;;9765E150-DCCF-436B-BDF3-7A7A0355E2ED;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
8258D6F4-003A-47F3-82C6-3FB2D5062582;;;A.H. Marks;Wyke Lane ;;73519912-C96A-42E0-8592-06AB5C9FA7F9;;DAC731AC-BB70-4164-B500-83559938B481
8260C1C7-ADB4-4DE9-B2F1-488D4615CF26;;;CBW Chemie GmbH Bitterfeld-Wolfen_;Greppinerstrasse 19;;C5C381B1-6560-4B88-9DFF-C138516EB596;;56CCE907-F002-4B0C-B948-98299B1FEA6E
828B627D-19AA-45A7-9629-D6F475F35BD3;;;Agrolinz Melamin GmbH;St.-Peter-Strasse 25 ;650311;BBE58598-64CE-4FC6-8A6F-DBF570E7C13E;;29738AA2-5393-438D-BE07-9D6B56D2ACCF
8349B771-F877-47A5-8843-ED8851FE494F;;;Novastar Link Ltd;17 St Ann¿s Square ;;DA01B71F-0493-4C5F-8EE4-261926E2EE03;;1F940D8D-2632-44A9-A4D5-8172AE6661E2
837D119B-1641-42EE-9F54-2ECE01059202;;;Dow Agrosciences S.A.S;790 avenue du Dr. M. Donat ;BP 1220;9FFD0718-A569-4239-8E60-3143E8859DA6;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
84066703-02CB-4031-BAF7-D7EC0ED2D5CE;;;Polisenio s.r.l.;Via S. Andrea, 10 ;;C9737021-2C69-4F62-9D04-078417DFD776;;BE1D323D-29E4-4570-8618-5463896BE5D2
84D0755C-2423-40BE-A70F-F89AD4F7DE47;;;DuPont de Nemours (France) S.A.;23/25 rue Delarivière-Lefoullon, La Défense 9 ;;3EADFC10-827F-4228-A742-F54964E5DCFB;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
84E721E7-7A4F-4F80-B06A-A49B17EB0311;;;Omya (Schweiz) AG;Baslerstrasse 42;;86B30C5E-0D2C-4BA6-B789-EE125BB8F744; ;6698DCFD-D86E-4098-A5A4-DA5B71062093
8627FD33-6B14-4071-B4E5-2C83895D524C;;;Life Scientific Ltd;Nova UCD, Belfield Innovation Park , UCD Belfield ;;592CB227-2523-4CC6-BB63-A2760480B9C6;;2E460BBE-6A62-40A2-8C1F-F7A7145A42C2
866CC9D1-A64D-472F-875A-62D5A92AA74F;;;Matox AG;Hohfuhrenweg   14;Postfach 61;F20A1CDB-5498-4103-A51A-CCB7B245AF21;032 387 70 70;6698DCFD-D86E-4098-A5A4-DA5B71062093
86BB3F05-8D12-4719-A497-0A3D441D83F4;;;Caffaro S.p.A.;Via Friuli 55 ;;9579D7AA-9327-4447-88ED-EE2D6C3E0237;;BE1D323D-29E4-4570-8618-5463896BE5D2
878DE3BA-24BD-424D-9C82-16547C007F5B;;;Bernbeck LLP;26-28 Bedford Row ;;B3D2599C-9E63-48C3-8A4F-254D1D416671;;DAC731AC-BB70-4164-B500-83559938B481
87E1CA0F-8C98-446E-8DC9-526E1AE36DEC;;;Fertimport;Wienerbergstrasse 3 ;;77ECE503-DCDD-4F78-9101-4D566890B6E0;;29738AA2-5393-438D-BE07-9D6B56D2ACCF
887F0C26-25C9-42E1-970A-172F2E26550C;;;Makhteshim-Agan France;2 rue du Troyon ;;3B750299-4C77-453A-AA2A-3CA0543B4A8E;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
8891ED15-2304-4BA8-AD03-B909E2FC6EC0;;;Detia Dagesch GmbH;Dr.-Werner-Freyberg-Straße 11 ;;647E1795-7A0D-466E-9126-9851E8E70802;;56CCE907-F002-4B0C-B948-98299B1FEA6E
8952D404-E6C8-4D28-9972-4EE11C4367A1;;;Kemipharm S.R.L.;Via Bitteri 9 ;;64AA8735-3C76-4600-A52D-6631FFA95A0A;;BE1D323D-29E4-4570-8618-5463896BE5D2
897B800A-FA88-4F6A-B7DD-339B460CB473;;;Makhteshim-Agan Benelux & Nordic B.V.; ;355;A57F3382-37BA-457D-9A2D-61CBB51F2BED;;51F6122D-47EC-4051-97CC-01D7CF8E4758
8991748A-10D5-471E-BA8F-D0E7E7BF05DF;;;Nichino Europ Co LTD;5 Pionee Court, Vision Park Histon ;;F81FF64E-4F3F-4B98-9AF4-9EA2AF5EDF80;;1F940D8D-2632-44A9-A4D5-8172AE6661E2
8B15104B-9B8E-4443-B27F-7E6C9D1D65A6;;;Helm AG;Nordkanalstrasse 28 ;;D9A42073-F0DB-47F0-B08E-5B1EDE40F794;;56CCE907-F002-4B0C-B948-98299B1FEA6E
8B221BF0-61A1-4185-8241-CCED3F01885D;;;Kanesho Soil Treatment SPRL/BVBA;Avenue de Tervueren 270 ;;8E9C4CE5-8FE4-4A70-9FCD-0D4276838F4B;;9E495CC6-2D2C-4E76-B183-8D98611AEBA4
8B3A1467-9545-43CC-9DBF-A49CAE80E6D8;;;Q-Chem NV;Leuverweeg 138 ;;8DD0D7CF-7A27-4A3A-B9CF-A8A81E464AAE;;9E495CC6-2D2C-4E76-B183-8D98611AEBA4
8B909492-2AEA-4953-AAAE-E41A449C43B1;;;Belchim Crop Protection;Technologielann 7 ;;1C4877F6-6417-4F68-A305-46C2ACBCFCCA;;9E495CC6-2D2C-4E76-B183-8D98611AEBA4
8BF0C8F1-F63B-4E44-8454-54BBE38A8465;;;CEBECO Maison des gazons;Chemin du Moulin de Tussac ;;FD74863E-E841-4324-887A-418B6734008E;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
8C1C1E63-E78F-4F1D-8596-4277124B8433;;;LKC Switzerland Ltd.;Hauptstrasse 10;167;DCAFA33B-C819-441B-8BB2-1760FB2DF3FB;;6698DCFD-D86E-4098-A5A4-DA5B71062093
8C510474-3722-4678-96A2-3FB596B22E11;;;Corteva Agriscience Italia s.r.l;Strada Statale 11, Km 190.2;;272F4A56-0704-43BD-80F7-D6E8A5EADBBB;+39 363 320 474;BE1D323D-29E4-4570-8618-5463896BE5D2
8C60070E-04CC-4F94-B72C-582297F71582;;;Elf Atochem S.A.;4, cours Michelet ;;7414D540-C74B-4DEB-AE3C-46650E46F91A;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
8CEA4B4D-37D7-442B-A6A4-1981A1EDD3E4;;;Syngenta Crop Protection N.V.;Humaniteitslaan 65 ;;558EB546-DBD9-476F-8385-277D24EE4B6B;;9E495CC6-2D2C-4E76-B183-8D98611AEBA4
8E7BB126-CB95-418E-A645-0FCBA6F6CD92;;;Scam S.P.A.;Via Bellaria 164 ;;A2EB8E95-11A3-4FCB-A862-D453BB269B95;;BE1D323D-29E4-4570-8618-5463896BE5D2
8F036142-B1BF-4624-A498-A79FECD808FD;;;Tecomag srl;Via Quattro Passi 108 ;;C6381B70-B073-46CA-8472-D45CC67125C9;;BE1D323D-29E4-4570-8618-5463896BE5D2
8F24689C-80E5-4FAE-9BD1-7D419EA063C3;;;CFPI;28, Blvd Caméliant ;BP 75;D03148F8-9688-4114-95E9-07CB70233337;1 40 85 50 50;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
8F254E49-E1A9-4215-8821-4A6F0B096C94;;;Zeigler Ltd.;18 Bradden View, Ballakillowey, Colby ;;3866FE84-FA5C-437F-A943-29DCDD5843BD;;DAC731AC-BB70-4164-B500-83559938B481
908B88F5-3C81-4EAF-9A18-29F9EA09E161;;;Ascenza Italia S.r.l.;Via Varese 25/G ;;E046DF49-7B88-4684-A17E-A525847BBE80;;BE1D323D-29E4-4570-8618-5463896BE5D2
90FF2D1F-B94F-4DEF-AE94-8D1ECA1F228E;;;Nufarm Suisse Sàrl;Chemin du Canal 5;;FF4BAE53-9B35-4B12-9739-874986B45F69; +43 732 6918 2773;6698DCFD-D86E-4098-A5A4-DA5B71062093
91016383-01C7-4D74-8809-3A664D8240EF;;;Agriphyt SA;26 rue de Renory ;;963B7D8D-2C94-4E9D-8B34-9D645E732B96;;9E495CC6-2D2C-4E76-B183-8D98611AEBA4
91065517-1D9D-4005-A2CF-835870A34EE6;;;Diachem SPA;Via Tonale 15 ;;540A640E-E0DB-4A6D-BF88-C7780812355D;;BE1D323D-29E4-4570-8618-5463896BE5D2
912CDFC1-60CB-4FE2-AB48-2670A54506A2;;;Verde Vivo SRL;Piazza Petrarca 7 ;;80CB9A39-6168-42BF-B93A-4D694BA97206;;BE1D323D-29E4-4570-8618-5463896BE5D2
9168E1B1-0533-4F03-AECA-1A75484A4566;;;Neudorff GmbH KG;11 C rue de Courtalin ;;696D68FC-B734-4648-BF96-A2D7488C7A45;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
919358FB-D6B0-4130-AC6B-7E349CDC4787;;;Makhteshim Agan Italia S.r.l.;Via G. Verdi, 12 ;;9D0E2DA8-8F4A-4138-9669-CB12F9B71CF0;;BE1D323D-29E4-4570-8618-5463896BE5D2
923F81EF-F04F-46B5-B9A1-C474B82EA339;;;Sumitomo Chemical Italia;Via Caldera 21 ;;333F2E34-4C59-49A1-972B-11220A9AA84B;;BE1D323D-29E4-4570-8618-5463896BE5D2
9283EC6A-3490-4CE1-B2D6-6BC8735E5081;;;UFA-Samen PROFI GRÜN;In der Euelwies 34 ;;64C05C3D-A63E-4A97-92E7-BBD0851F4500;0041 58 433 76 76 ;6698DCFD-D86E-4098-A5A4-DA5B71062093
9361D876-2FAE-432C-92AF-7F70B6321D74;;;Hoechst-Schering AgrEvo GmbH; ;Postfach 80 03 20;B4C92580-B59C-4A66-8B7D-82C705B4C962;;56CCE907-F002-4B0C-B948-98299B1FEA6E
943D57B1-49CC-4D3D-8E68-6E53C6EF582A;;;Neodis;BP 66 ;;0C278A16-1C6D-41DD-B115-D85ED8A81789;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
94B73960-84D0-4A2A-A974-C5AFDA828910;;;SAN Agrow Holding GmbH; Industriestrasse 20, 21;;D5041BB6-3EBA-4FB6-81FA-1E013D148BD1;+43 2782 8330 0 ;29738AA2-5393-438D-BE07-9D6B56D2ACCF
94D7FE2A-1720-4737-8D8A-71E1EE28EC25;;;DuPont de Nemours (Deutschland) GmbH;Hugenottenalee 173-175 ;;5B31A1BE-BC41-42F0-870C-03952439F74D;;56CCE907-F002-4B0C-B948-98299B1FEA6E
959A35C1-E1E4-44C9-8AD5-E72DADA42B6D;;;ionX;Avenue de Bel-Air 51B;;BFA22B87-FF07-4EB6-AE75-657E31ED12C1;;6698DCFD-D86E-4098-A5A4-DA5B71062093
959A3B96-6ECC-451A-8AF2-9EAA916E0D75;;;Dow AgroSciences S.A.S;route des Dolines ;;052DCD81-309D-48A8-8E0E-7E3EE6DFA42C;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
95C886CE-9A10-40EC-8A8E-7192C50C087F;;;Protema S.R.L;Via prandina 28 ;;8FA4EF3D-0567-444F-AA76-AEA975C3254C;;BE1D323D-29E4-4570-8618-5463896BE5D2
96365763-640D-4AE9-B4AC-71287687F7F5;;;Bioma SA;Via Luserte Sud 8;;F10BF066-7143-4BFE-9750-4DB707609597;;6698DCFD-D86E-4098-A5A4-DA5B71062093
9666069F-E717-43D2-85E4-E1E920B20256;;;August Geistler GmbH;Moselstrasse 12a ;;EE8CFFFF-C80F-4CA4-ADE1-12824CFD94C5;;56CCE907-F002-4B0C-B948-98299B1FEA6E
96672D18-0901-469D-B939-2BF500D6093E;;;Top SA;Place du 14 juillet ;;46B11486-0C0D-41F4-9775-82B129A457E6;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
96F096AE-1F6C-43F6-A654-9DAA60D2768E;;;Compo Horticulture et Jardin;49, avenue Georges-Pompidou ;;5B756138-9534-439D-BD72-FADF0F66AFC4;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
973F6C80-DF7F-46BB-A871-C93020E051A0;;;Dow AgroSciences Italia S.R.L.;Via Francesco Albani, 65 ;;3BE2FC75-9E80-4E5B-B0AD-FAC8AAAF73F3;;BE1D323D-29E4-4570-8618-5463896BE5D2
98A83BCF-AD66-4F87-BEDC-32C039569E38;;;Indofil Chemicals Company;Besant Rd., Worli ;;8C8FA48D-1674-420A-B3B6-8F8ADED989F7;;CDA1F206-EDB0-40D2-8FF6-15B29EAD6C7F
9A79A49D-B193-4B12-AC36-E2CD59498C18;;;Arysta Lifescience;Route d'Artix ;;95D35B6F-7510-43E5-A1F8-6CB1B483AFD9;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
9A9EB691-9199-4F31-90E1-26194FE43665;;;Pasquale Mormino & Figlio S.R.L.;Via Lungomolo 16 ;;64FDF495-4958-4573-A6CE-8983C61C0FD9;;BE1D323D-29E4-4570-8618-5463896BE5D2
9B06CA6D-54A8-47C8-809E-D04D1A7A2673;;;Sipcam Italia S.P.A.;Via Carroccio, 8 ;;6A64A025-7DE4-4A47-ABD6-1C43818B5E94;;BE1D323D-29E4-4570-8618-5463896BE5D2
9B3D97EE-DBF8-4DBD-AE4E-E23726022A85;;;Medol;Pra Pury  7d;;4C2E1525-96B4-488E-8426-DF1F22135C3B;079 758 09 37 ;6698DCFD-D86E-4098-A5A4-DA5B71062093
9B7949EF-08DF-47E1-BF6B-FA8EC3404DEF;;;Traitaphyt ;61 Avenue du Général Patton ;;07D2AAB3-2B47-41A7-9353-A42C8CA02EE4;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
9C4E7742-10FF-4BAB-8E69-892847C119E7;;;Elf Atochem Agri;Via Chiaramonti 52 ;;82055095-838E-488D-AD1A-A170AFC91888;;BE1D323D-29E4-4570-8618-5463896BE5D2
9D2B4634-14EF-4019-9CE8-9AC770D50107;;;Bayer CropScience Deutschland GmbH;Elisabeth-Selbert-Straße 4a  ;;B3B0B8BE-010C-4D92-89F3-7500CC9AB143;;56CCE907-F002-4B0C-B948-98299B1FEA6E
9DA4D3FC-8C41-4745-8174-BF14B58815C0;;;Consorzio Agrario Provinciale di Parma;Strade dei Mercati 17 ;;07AB072C-A655-4191-8697-D0C65186B032;;BE1D323D-29E4-4570-8618-5463896BE5D2
9DBBD9B1-1DD2-4F78-8B9C-2457BF5E3002;;;FMC Europe NV;Boulevard de la Plaine 9/3 ;;15226068-5D18-4216-B725-EE459E6B3A1E;;9E495CC6-2D2C-4E76-B183-8D98611AEBA4
9DC2CF91-B5DA-4048-8D99-6CE9B31931D4;;;SIMAR SRL;Vicolo della Tromba 15 ;;90754ADA-569F-4127-9EEC-D931DD0BC879;;BE1D323D-29E4-4570-8618-5463896BE5D2
9E18DA6A-6F56-4DAB-A753-BA76ADB7C93A;;;AgriChem B.V.;Koopvaardijweg 9 ;P.O. Box 295;5B0CDA85-CF28-4362-A6E6-5969F572D1A5;31 (0) 1620 431931;51F6122D-47EC-4051-97CC-01D7CF8E4758
9F0C8967-BC95-405D-BDF3-93C7B11E9E11;;;Tecniterra S.R.L.;Via Bronzino 19 ;;99F05DB9-1D27-49EA-8B13-889F5542530C;;BE1D323D-29E4-4570-8618-5463896BE5D2
A01A53A3-DB5A-4D30-80C5-77958C438433;;;Europhyto Technology Serving Agriculture S.R.L.;Viale Vittorio Emanuelle II  64 ;;4887936A-E918-401C-9919-7383A7525F71;;BE1D323D-29E4-4570-8618-5463896BE5D2
A055C97B-6C97-4E2F-97D3-8BCD003C98A4;;;Gowan Crop Protection Ltd.;Highlands House Reading Basingstoke Road, Spencers ;;267C256E-A1AF-4AAD-B34C-6377023FF2F1;;A0D7E6EA-CB57-4E37-8FAD-2FCF26F69804
A0B6DF01-8500-4DD1-9B85-ED49C3A2DAF2;;;GNS Consult AG;Konstanzerstrasse 19;;F7FC24D9-7BC9-4844-974C-7D7983C9854E;071 670 12 30  - direct call 076 516 12 30 ;6698DCFD-D86E-4098-A5A4-DA5B71062093
A11A28AD-82EF-46E4-8C23-94940CCD7C0B;;;Bio-Agrar-Counsel GmbH;Rosenstrasse 28;;2BFD26B9-7955-4E7A-8344-37242B5261D9;034 413 33 30;6698DCFD-D86E-4098-A5A4-DA5B71062093
A128E9C6-FBC1-4649-8E3C-92073B82925B;;;COMPO Jardin AG;Hegenheimermattweg 65;;763D5754-09C9-4191-8BF9-116087AEEB96;061 486 20 23   - mobile 079 681 45 57 ;6698DCFD-D86E-4098-A5A4-DA5B71062093
A17A3AEF-3D87-4C0A-BBF2-18B2A15EF35D;;;Insektol AG Pest Control;Ueberlandstrasse 341;;971F2D05-1BB5-4077-83D4-F4532FC71BFB;+41 44 322 20 20 ;6698DCFD-D86E-4098-A5A4-DA5B71062093
A1B8C49E-CD2A-4A4F-BCD7-B6D0CBB30955;;;Eléphant Vert SA;Avenue de la Grenade ;;D9E4CFEA-4353-4DDC-862B-2003C89AFDAD;+33(0)6 88 66 16 02;6698DCFD-D86E-4098-A5A4-DA5B71062093
A2964CEB-737A-4063-B03F-2AA1DF598FBD;;;Kwizda Agro GmbH;Dr. Karl Lueger-Ring 6 ;;F0121F42-089F-48B5-A4B9-A6610E035397;;29738AA2-5393-438D-BE07-9D6B56D2ACCF
A36A647A-6E38-4599-B51C-7489AAF0EDDF;;;Vischim S.R.L.;Via Fruilli, 55 ;;C5961663-EAD2-4CC4-A588-0FD7AAC80250;;BE1D323D-29E4-4570-8618-5463896BE5D2
A38D1ECA-B88E-4BA2-A813-C1DA70625D4D;;;Interphyto;14,Route de Montesson ;;BC6DF469-FE6C-4A76-8350-81159A39F7B0;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
A3C71144-113D-44C0-BEEA-E253F4C5D07B;;;Dr. Knoell Consult Schweiz GmbH;Riehenstrasse 43;;F4725232-AB31-4D70-B064-B39F5E0AC962;061 695 86 50    Mobile 078 625 63 40 ;6698DCFD-D86E-4098-A5A4-DA5B71062093
A4189C47-C19D-49A6-B8E3-FE3DFFA74C4E;;;Isagro S.p.A.;Via Caldera, 21 ;;E36B9035-20BA-4405-AD91-8D402E1301E2;;BE1D323D-29E4-4570-8618-5463896BE5D2
A41EF4FF-34EB-47DC-A947-1B61E608040C;;;Kreglinger International AG;Picassoplatz 8;;F22A69EB-FB68-46A3-9C75-EEB59CBD92E9;;6698DCFD-D86E-4098-A5A4-DA5B71062093
A42D89E2-DC25-4A6B-B8B8-1AE7CCB7C906;;;SBM Development S.A.S;160, ROUTE DE LA VALENTINE BP 90120 ;;56FEAE71-D985-4727-B305-37AB5B96269B;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
A4DF9EFF-DE2A-4DCF-A6D2-05AA3AE53020;;;Biofa AG;Rudolf-Diesel-Strasse 2 ;;D84D9B2B-9366-44B1-8244-3E0CD16A9D85;0049 7381 93 54 0;56CCE907-F002-4B0C-B948-98299B1FEA6E
